id,battery_power,blue,clock_speed,dual_sim,fc,four_g,int_memory,m_dep,mobile_wt,n_cores,pc,px_height,px_width,ram,sc_h,sc_w,talk_time,three_g,touch_screen,wifi,price_category
479,1589,Yes,2.2,Yes,2,No,58,0.1,128,4,4,957,1911,3961,16,14,14,Yes,No,Yes,Yes
480,1417,Yes,2.7,No,2,Yes,56,0.9,114,6,4,494,1649,590,11,3,6,Yes,No,Yes,No
481,1697,Yes,0.7,No,1,Yes,34,0.1,95,1,3,236,1264,3701,15,9,8,Yes,Yes,No,Yes
482,1330,Yes,1.3,Yes,14,No,3,0.3,83,5,17,980,1262,463,14,6,11,No,No,Yes,No
483,1476,No,0.5,No,0,Yes,43,0.7,148,2,2,1789,1972,3644,15,10,6,Yes,No,Yes,Yes
484,1579,Yes,1.5,No,0,No,27,0.2,142,6,18,831,1484,1713,16,4,10,Yes,Yes,Yes,No
485,1277,No,3,No,0,Yes,41,0.3,200,4,3,902,1090,429,9,4,14,Yes,Yes,Yes,No
486,1089,Yes,0.9,Yes,12,Yes,2,0.7,145,5,15,636,1259,2765,13,12,10,Yes,No,Yes,No
487,1663,Yes,2.5,Yes,13,Yes,27,0.3,169,4,14,831,1439,2084,7,1,18,Yes,No,No,No
488,1949,No,1.8,No,0,No,20,0.8,186,5,4,518,592,1125,17,10,9,No,No,No,No
489,1138,No,1.1,No,5,Yes,48,0.6,109,3,14,233,1777,2048,6,5.767,18,Yes,Yes,Yes,No
490,685,No,2.7,No,7,No,17,0.3,174,6,20,725,870,1223,8,5.767,18,Yes,No,Yes,No
491,1889,No,2.8,No,5,Yes,31,1,132,1,10,170,1106,3672,5,1,3,Yes,Yes,Yes,Yes
492,857,Yes,2,Yes,3,No,17,0.2,195,7,9,157,948,3100,17,5,13,Yes,Yes,No,No
493,1902,No,2.8,Yes,6,No,50,0.8,124,8,9,1142,1393,343,11,8,18,No,Yes,No,No
494,1225,Yes,2.4,No,0,No,15,0.1,155,5,9.9165,840,982,1970,16,8,15,Yes,Yes,No,No
495,1066,No,1.6,No,5,No,39,0.6,131,5,17,401,1586,2728,6,5.767,17,Yes,Yes,Yes,No
496,1554,Yes,0.5,Yes,11,No,5,1,124,3,12,395,1579,3635,7,4,18,No,No,No,Yes
497,1337,No,0.5,No,13,No,31,0.8,186,2,20,48,644,2180,7,4,16,Yes,No,Yes,No
498,1926,Yes,1.7,Yes,1,Yes,33,0.4,172,3,2,982,1157,2488,6,1,14,Yes,No,No,No
499,869,No,1.3,Yes,3,No,34,0.1,104,2,4,478,539,3864,13,3,11,Yes,No,No,Yes
500,1278,Yes,0.5,Yes,1,No,54,0.1,104,8,16,581,750,1155,7,1,20,No,No,Yes,No
501,1773,Yes,2.5,No,16,Yes,32,0.6,170,6,18,1215,1472,3566,17,6,13,Yes,No,Yes,Yes
502,1661,Yes,0.8,Yes,1,Yes,6,1,109,7,2,594,1337,864,9,8,2,Yes,No,Yes,No
503,1438,No,2.2,No,0,Yes,32,0.6,176,7,6,683,1663,869,19,13,9,Yes,Yes,Yes,No
504,1661,Yes,1.4,No,0,No,29,0.3,119,2,9.9165,536,861,591,9,2,9,Yes,Yes,Yes,No
505,1846,Yes,0.6,No,1,No,19,0.7,159,1,2,83,773,1333,15,6,11,No,Yes,Yes,No
506,1260,Yes,2,Yes,2,Yes,23,0.2,123,7,10,905,1313,2208,12,11,10,Yes,No,Yes,No
507,512,Yes,0.5,Yes,7,No,15,0.9,83,3,15,249,1849,2610,18,14,15,No,Yes,Yes,No
508,581,No,2.2,No,0,No,59,0.7,185,5,6,803,1613,2819,19,17,9,No,No,Yes,No
509,1872,Yes,2.3,No,6,No,44,0.7,134,3,15,459,1259,1955,9,4,15,Yes,No,Yes,No
510,687,Yes,1.3,No,9,Yes,50,0.6,151,4,20,584,1151,3416,14,6,8,Yes,Yes,No,Yes
511,1062,Yes,2.5,Yes,6,No,10,0.9,160,1,13,1596,1807,3803,7,3,16,No,No,Yes,Yes
512,1678,Yes,2.3,Yes,11,No,7,0.5,192,1,14,418,1763,574,5,3,19,Yes,No,No,No
513,1417,Yes,0.5,No,10,Yes,45,0.9,166,4,19,364,1029,2129,13,9,12,Yes,No,Yes,No
514,1074,No,2.4,Yes,2,Yes,9,0.9,103,6,14,946,952,1948,13,1,18,Yes,Yes,Yes,No
515,1832,No,0.7,No,2,No,2,0.6,90,7,6,186,654,2978,18,7,18,No,No,No,No
516,1039,No,1.3,No,0,Yes,12,0.8,200,8,9.9165,1428,1827,1619,7,1,10,Yes,Yes,Yes,No
517,1059,No,2.4,No,8,No,61,0.1,134,3,18,1613,1916,3716,15,13,11,Yes,Yes,No,Yes
518,1606,No,1.4,No,3,No,57,0.1,154,4,4,1127,1924,3454,13,8,20,No,No,Yes,Yes
519,1928,Yes,1.8,No,9,Yes,19,1,187,3,20,691,1580,3777,7,2,13,Yes,Yes,Yes,Yes
520,1875,Yes,0.5,Yes,11,Yes,55,0.7,91,1,17,1802,1942,2712,7,2,6,Yes,No,Yes,Yes
521,1128,Yes,1.1,No,9,Yes,46,0.9,135,8,10,751,1582,1434,5,5.767,11,Yes,No,No,No
522,1748,No,1.7,Yes,6,Yes,14,0.5,146,3,7,859,1234,3968,16,12,3,Yes,No,Yes,Yes
523,1413,No,0.5,Yes,5,No,51,0.3,117,5,11,187,517,3383,16,5,2,No,No,No,Yes
524,825,No,0.5,Yes,0,Yes,23,0.1,86,2,9.9165,206,1917,3278,8,6,2,Yes,No,Yes,Yes
525,1589,Yes,1.4,No,3,Yes,26,0.1,100,8,16,1673,1759,3970,16,8,18,Yes,No,Yes,Yes
526,535,Yes,0.5,Yes,8,Yes,54,0.5,145,8,15,710,939,2674,14,8,10,Yes,No,No,No
527,1780,Yes,0.5,No,6,No,27,0.1,190,4,11,1331,1463,2776,19,17,14,Yes,Yes,Yes,Yes
528,1671,No,0.6,Yes,7,Yes,61,0.1,129,2,11,263,848,2336,10,4,7,Yes,No,No,No
529,1821,No,0.9,No,9,Yes,12,0.3,114,1,18,97,1803,2430,7,4,6,Yes,Yes,Yes,No
530,1076,Yes,2.6,No,3,Yes,38,0.7,119,6,8,129,915,891,18,3,9,Yes,Yes,No,No
531,532,Yes,0.8,Yes,3,No,8,0.1,193,5,10,1213,1354,728,13,5,8,Yes,Yes,No,No
532,777,Yes,2.6,No,3,No,30,0.9,148,5,17,189,1143,3886,14,10,7,Yes,No,No,Yes
533,1217,Yes,0.5,No,3,No,17,0.5,182,4,13,628,632,1711,7,3,9,Yes,No,Yes,No
534,1656,Yes,1.6,Yes,0,No,16,1,117,7,2,320,899,2856,14,3,20,Yes,Yes,Yes,No
535,1185,No,1.9,No,0,No,31,0.4,152,8,7,837,1642,2447,16,2,3,Yes,Yes,Yes,No
536,577,No,2.4,No,8,Yes,37,0.9,161,6,20,1087,1450,814,11,7,19,Yes,Yes,Yes,No
537,737,Yes,2.4,Yes,7,No,49,0.6,193,4,16,781,1463,2951,7,5.767,10,No,Yes,No,No
538,704,No,2.2,Yes,4,No,53,0.2,186,6,6,251,1013,3653,7,1,15,Yes,Yes,Yes,No
539,525,Yes,0.5,Yes,5,No,51,0.5,137,8,11,262,1587,1891,18,3,12,No,Yes,No,No
540,504,Yes,0.5,Yes,5,No,16,0.1,166,1,9,767,1665,701,17,15,15,Yes,No,Yes,No
541,793,No,1.2,Yes,1,Yes,38,0.6,176,4,7,1226,1815,3139,6,1,12,Yes,Yes,Yes,Yes
542,569,No,0.6,Yes,2,No,39,0.1,184,8,9,389,739,2811,7,6,7,Yes,No,Yes,No
543,1590,No,1.9,Yes,3,Yes,21,1,160,5,18,920,963,1701,11,4,4,Yes,No,Yes,No
544,707,No,0.5,No,0,Yes,16,0.1,194,2,9.9165,1027,1508,1853,17,14,12,Yes,Yes,Yes,No
545,767,No,1.9,No,16,Yes,19,0.2,185,6,17,271,1000,2445,6,1,6,Yes,Yes,Yes,No
546,1350,Yes,0.5,Yes,0,Yes,50,0.8,181,8,4,369,544,2287,15,1,8,Yes,Yes,No,No
547,1117,Yes,0.6,Yes,0,No,31,0.2,146,2,7,1258,1627,2003,8,7,14,No,Yes,Yes,No
548,641,Yes,1.1,No,0,Yes,7,0.9,192,1,3,417,759,3595,7,5,19,Yes,Yes,Yes,No
549,1002,No,0.8,Yes,0,Yes,35,0.5,83,2,4,1345,1416,1726,16,5,19,Yes,No,Yes,No
550,1408,Yes,2.1,Yes,10,No,45,0.9,89,5,14,613,1088,3952,8,6,3,No,No,Yes,Yes
551,1900,Yes,2,Yes,1,No,41,0.5,190,8,6,912,1596,850,5,1,4,Yes,Yes,Yes,No
552,726,No,2.9,No,0,No,43,0.1,101,8,9.9165,666,760,1446,17,2,8,Yes,Yes,No,No
553,1544,No,2.3,No,12,Yes,45,0.1,113,8,20,236,857,1300,8,7,18,Yes,Yes,No,No
554,1454,Yes,1.6,No,6,Yes,21,0.2,160,4,10,186,1100,719,14,10,10,Yes,Yes,Yes,No
555,1230,Yes,2.2,Yes,6,No,26,0.8,123,5,7,416,676,988,11,5,9,No,Yes,Yes,No
556,1552,No,1.2,No,10,Yes,53,0.3,180,8,18,430,658,2606,13,6,12,Yes,No,No,No
557,1519,No,2.1,No,0,No,32,0.7,200,1,10,168,1239,2912,11,10,15,Yes,Yes,No,No
558,723,Yes,1.9,No,4,No,30,0.3,102,1,7,1467,1901,2339,19,9,17,No,Yes,Yes,No
559,1191,No,2.4,Yes,2,No,13,0.9,169,1,7,179,1813,1028,14,6,8,Yes,Yes,Yes,No
560,1168,No,1.3,No,9,No,61,0.1,90,8,10,159,1578,3173,9,4,17,No,No,Yes,Yes
561,1229,No,0.5,Yes,15,No,14,0.8,191,2,16,120,1878,1667,17,6,17,No,No,Yes,No
562,1758,Yes,0.5,No,11,Yes,13,0.6,190,8,14,762,1864,1897,6,2,15,Yes,No,No,No
563,1290,No,0.5,No,0,No,3,0.1,143,6,4,600,1109,1214,9,8,15,No,Yes,Yes,No
564,574,No,2.8,Yes,16,No,38,0.1,90,6,17,286,1171,3269,8,7,10,No,Yes,No,No
565,1271,Yes,0.5,No,12,No,32,0.1,113,7,15,1350,1949,445,15,14,14,No,No,Yes,No
566,1170,Yes,1.2,No,4,No,30,0.4,83,8,15,27,1722,1073,6,4,8,Yes,Yes,No,No
567,1269,Yes,1.3,No,14,No,52,0.8,118,2,15,1597,1920,665,18,5,5,No,No,No,No
568,1288,No,2.8,Yes,15,No,50,0.1,121,2,20,1177,1809,3129,17,6,2,No,No,No,Yes
569,1366,Yes,0.7,Yes,0,Yes,34,0.1,150,2,9,402,964,3501,13,11,3,Yes,No,No,Yes
570,1572,Yes,0.8,Yes,7,Yes,8,0.8,169,5,8,577,1237,3461,6,3,10,Yes,Yes,Yes,Yes
571,1627,No,0.9,Yes,9,Yes,32,0.1,180,6,16,52,1082,3206,12,6,16,Yes,Yes,No,Yes
572,1701,Yes,0.5,No,13,Yes,46,0.9,115,2,15,364,828,3717,11,5.767,10,Yes,Yes,No,Yes
573,1900,Yes,0.5,Yes,0,Yes,55,0.9,171,1,1,934,1241,3917,15,5,18,Yes,No,Yes,Yes
574,1974,No,1,No,4,No,24,0.3,80,7,13,250,545,861,7,4,6,Yes,No,Yes,No
575,1197,Yes,0.5,Yes,9,No,20,0.1,129,5,10,214,1710,2885,19,7,14,Yes,Yes,Yes,No
576,587,Yes,2.3,Yes,4,No,6,0.7,170,1,16,612,1793,2777,9,2,14,Yes,Yes,No,No
577,934,No,1.1,No,7,No,24,0.8,112,5,12,1111,1463,1017,12,7,9,No,No,Yes,No
578,1195,No,2,Yes,1,Yes,23,0.1,82,4,9,163,1100,980,13,9,17,Yes,No,No,No
579,1853,Yes,1,No,2,No,23,0.4,92,1,15,202,1951,2775,14,4,17,Yes,No,No,Yes
580,1164,No,1,No,4,Yes,19,0.9,95,8,18,729,1704,3309,15,3,3,Yes,No,Yes,Yes
581,1512,Yes,0.5,No,8,Yes,18,0.1,88,3,17,1079,1897,3607,12,10,6,Yes,Yes,Yes,Yes
582,1232,No,2.9,Yes,1,Yes,24,0.3,169,5,17,361,809,1257,16,10,16,Yes,No,No,No
583,1813,Yes,0.6,Yes,0,Yes,5,0.2,198,3,8,338,1306,759,9,3,14,Yes,Yes,No,No
584,946,Yes,2.6,Yes,17,No,5,0.1,166,3,20,1698,1771,3720,15,7,4,No,Yes,No,Yes
585,739,Yes,2.3,Yes,2,Yes,58,0.1,88,3,4,1052,1536,475,7,6,6,Yes,No,Yes,No
586,704,Yes,2.7,No,8,Yes,29,0.2,80,1,10,1108,1509,1122,9,3,10,Yes,Yes,Yes,No
587,1663,Yes,0.5,No,0,No,40,0.6,147,4,15,951,1545,1336,8,5,15,Yes,No,No,No
588,1966,Yes,1.4,Yes,2,No,40,0.9,185,8,18,1197,1987,1185,11,2,20,No,Yes,No,No
589,1219,No,1,Yes,0,No,17,0.7,196,5,4,473,1022,705,11,3,6,No,Yes,Yes,No
590,612,Yes,0.7,No,6,No,35,0.6,181,5,12,1294,1337,3169,14,9,6,No,No,No,No
591,1658,Yes,1.4,No,0,Yes,39,0.7,182,1,5,410,522,3483,10,1,15,Yes,No,Yes,Yes
592,1263,No,0.5,No,12,No,64,0.3,175,5,18,178,1883,1183,14,3,17,No,No,Yes,No
593,1395,Yes,2.8,No,0,Yes,55,0.6,118,3,1,782,1787,3373,11,2,16,Yes,Yes,No,Yes
594,621,Yes,2.7,Yes,0,No,54,0.1,151,4,20,434,910,2801,6,1,5,Yes,Yes,Yes,No
595,652,No,0.5,Yes,1,No,58,0.6,142,3,2,464,781,565,18,12,9,No,No,Yes,No
596,1175,No,0.6,No,10,No,25,0.1,145,2,12,137,1501,3153,9,4,12,Yes,No,No,No
597,561,Yes,1,No,0,No,11,0.1,163,8,10,492,1176,3421,16,2,5,Yes,Yes,Yes,No
598,1137,No,2.2,No,6,Yes,3,0.9,173,5,7,1250,1285,316,15,14,17,Yes,No,No,No
599,1835,Yes,2.3,No,4,Yes,11,0.1,193,7,13,385,583,448,18,17,14,Yes,No,No,No
600,1170,No,2.9,Yes,2,No,40,0.4,169,6,5,427,684,2366,16,8,2,Yes,Yes,Yes,No
601,1595,Yes,0.8,Yes,0,Yes,44,0.7,85,4,20,1024,1838,3881,14,10,9,Yes,No,Yes,Yes
602,1719,Yes,2,No,0,No,12,0.3,122,8,7,240,904,462,6,3,5,No,No,No,No
603,1770,No,2.3,Yes,0,No,7,0.8,128,7,6,886,1552,1480,6,1,17,Yes,No,No,No
604,1312,No,0.5,Yes,0,Yes,28,0.8,163,2,9.9165,1233,1854,1087,17,16,14,Yes,No,No,No
605,1878,No,1.5,Yes,5,Yes,56,0.3,139,5,13,183,559,2711,8,2,3,Yes,Yes,Yes,No
606,1871,Yes,2,No,7,Yes,20,0.1,81,7,14,88,1682,2144,13,12,12,Yes,Yes,Yes,No
607,922,No,1.5,Yes,1,Yes,35,0.9,188,7,15,1016,1383,1165,19,6,4,Yes,Yes,Yes,No
608,1975,Yes,1.5,No,6,Yes,16,0.9,128,8,11,80,655,2998,5,4,13,Yes,Yes,No,No
609,1212,No,2.6,No,1,Yes,46,0.3,102,4,8,611,1715,2249,14,3,4,Yes,Yes,Yes,No
610,1430,Yes,0.9,No,3,No,56,0.1,179,3,5,569,906,752,17,8,17,No,No,Yes,No
611,1958,Yes,1.9,Yes,0,No,4,0.2,190,2,3,304,637,1409,16,5,3,No,No,No,No
612,1836,Yes,2.1,Yes,0,Yes,30,0.2,184,7,15,276,1230,3072,7,3,5,Yes,Yes,No,Yes
613,557,Yes,1.6,No,0,No,24,0.5,125,3,9.9165,1131,1315,1305,12,8,3,Yes,No,Yes,No
614,539,Yes,0.6,Yes,9,No,21,0.1,145,7,14,551,599,3597,14,5,9,No,No,No,No
615,880,No,0.5,Yes,1,No,44,0.5,172,8,15,436,1302,3132,8,7,6,No,Yes,Yes,No
616,1369,Yes,1.8,Yes,6,No,34,0.5,162,1,7,553,727,3856,18,4,18,No,Yes,Yes,Yes
617,1109,Yes,2.7,Yes,1,No,39,0.4,98,1,9,1391,1787,1524,15,10,7,Yes,Yes,Yes,No
618,843,No,1.8,Yes,0,No,16,0.1,166,5,6,981,1096,3673,12,1,20,Yes,No,Yes,Yes
619,598,No,2.3,Yes,7,No,21,0.7,196,2,10,680,1173,3293,8,4,7,Yes,No,Yes,No
620,972,Yes,2.7,Yes,1,No,5,1,126,4,2,687,816,3035,12,7,19,Yes,No,Yes,No
621,1944,Yes,0.5,No,5,Yes,36,0.1,197,6,18,1060,1970,584,17,14,13,Yes,Yes,No,No
622,1225,No,0.7,Yes,0,Yes,2,0.6,138,7,1,217,1101,2675,12,11,15,Yes,Yes,No,No
623,644,Yes,1.3,Yes,7,Yes,30,0.5,114,1,16,1140,1654,2382,9,5.767,19,Yes,No,Yes,No
624,1919,No,1.5,No,5,Yes,48,0.8,150,4,6,304,1191,1391,19,13,12,Yes,No,Yes,No
625,501,No,2.3,No,12,Yes,54,0.3,131,4,19,504,1089,2346,13,12,2,Yes,No,Yes,No
626,1620,Yes,2.2,Yes,0,Yes,30,0.2,185,3,3,832,1033,606,6,5.767,18,Yes,No,No,No
627,1227,Yes,1.1,Yes,0,No,34,0.2,130,3,3,935,1781,1324,7,3,12,No,Yes,Yes,No
628,1359,Yes,0.5,Yes,1,Yes,58,0.5,107,6,3,446,901,1076,16,8,4,Yes,Yes,Yes,No
629,1914,No,0.7,No,1,No,35,0.6,118,8,2,942,1701,643,17,1,8,Yes,No,Yes,No
630,1645,Yes,1.8,No,1,No,21,0.7,123,7,2,897,1308,783,10,8,20,Yes,No,No,No
631,1063,Yes,1.1,No,0,Yes,26,0.8,101,5,2,1208,1232,3809,17,16,5,Yes,No,Yes,Yes
632,946,No,2.1,No,0,Yes,19,0.2,154,8,9.9165,159,630,2104,7,4,16,Yes,Yes,No,No
633,1231,No,1.2,Yes,5,No,54,0.8,185,3,10,632,1184,1762,5,3,6,Yes,Yes,No,No
634,1397,No,2.9,Yes,13,No,9,0.5,87,6,18,1308,1991,3137,12,1,11,Yes,Yes,Yes,Yes
635,701,Yes,0.7,No,7,No,15,0.5,160,3,11,1002,1256,1756,6,3,17,Yes,Yes,Yes,No
636,570,Yes,0.5,Yes,2,No,9,0.3,111,7,5,1331,1917,3663,14,10,14,No,No,No,Yes
637,1993,Yes,0.5,No,10,Yes,27,0.3,147,8,11,150,510,2437,14,5.767,9,Yes,No,No,No
638,955,No,0.5,Yes,4,No,43,0.9,143,5,8,1248,1511,1432,12,9,9,Yes,Yes,Yes,No
639,924,No,0.5,Yes,0,Yes,47,0.3,167,8,6,108,1813,1620,17,15,12,Yes,No,No,No
640,600,No,0.5,No,0,No,14,0.8,112,5,2,320,747,1655,18,5.767,9,No,No,No,No
641,518,No,0.8,Yes,0,No,3,0.1,178,7,1,437,1947,2832,5,5.767,8,Yes,No,Yes,No
642,1063,Yes,2.5,No,0,Yes,31,0.9,95,6,10,295,935,961,16,6,5,Yes,Yes,No,No
643,920,Yes,0.5,No,2,No,46,0.8,149,3,3,1058,1421,2608,6,5.767,2,No,No,Yes,No
644,1715,No,1.9,No,4,Yes,3,0.1,171,5,6,79,1652,514,7,4,13,Yes,No,No,No
645,1841,Yes,1.3,Yes,6,No,14,0.6,167,8,8,593,672,2304,7,1,18,No,No,Yes,No
646,543,Yes,0.5,Yes,4,Yes,60,0.7,132,5,7,693,1031,933,14,5.767,5,Yes,Yes,No,No
647,1762,Yes,2.7,Yes,13,Yes,25,0.9,189,1,14,300,527,1896,14,10,20,Yes,Yes,Yes,No
648,1112,Yes,0.5,Yes,1,No,53,0.6,121,4,16,234,739,3655,7,3,20,Yes,Yes,No,Yes
649,709,Yes,2,Yes,0,No,35,0.1,136,1,9.9165,1545,1596,1973,12,9,16,No,Yes,Yes,No
650,1315,Yes,2.6,No,7,No,64,0.8,128,7,16,59,575,3278,6,3,13,No,No,No,No
651,1762,Yes,2.5,No,10,Yes,15,0.3,107,8,11,1103,1364,2183,8,3,11,Yes,Yes,No,No
652,1462,Yes,1.7,Yes,1,No,25,0.2,182,7,18,91,1478,824,15,5,13,Yes,No,Yes,No
653,571,No,1.6,Yes,8,No,35,0.2,186,7,20,177,1282,2598,13,5,8,Yes,Yes,No,No
654,666,Yes,0.5,Yes,7,Yes,54,0.4,81,3,13,58,1353,1254,15,9,9,Yes,Yes,Yes,No
655,1994,No,1.5,Yes,2,Yes,7,0.5,146,8,7,447,1435,3622,7,5.767,20,Yes,No,Yes,Yes
656,1583,Yes,2.1,Yes,11,No,14,0.7,148,7,16,942,1651,1704,17,13,2,Yes,No,Yes,No
657,1778,No,1.4,Yes,3,Yes,45,1,132,4,17,88,516,1624,15,13,9,Yes,Yes,No,No
658,1926,Yes,1.1,No,13,Yes,50,0.2,179,6,17,371,1000,3809,17,12,17,Yes,Yes,No,Yes
659,966,Yes,0.6,No,9,Yes,50,0.2,117,4,10,1446,1754,2574,10,1,5,Yes,No,Yes,No
660,568,No,2,No,1,No,36,0.3,179,3,4,181,1703,950,17,9,9,Yes,No,No,No
661,1897,No,3,No,1,Yes,21,0.5,192,8,2,1311,1935,273,17,6,3,Yes,Yes,Yes,No
662,1695,No,0.5,Yes,6,Yes,46,0.7,200,3,9,1791,1898,446,16,13,15,Yes,Yes,Yes,No
663,1623,Yes,1.2,No,6,Yes,61,0.9,120,7,12,1568,1832,1510,12,10,17,Yes,Yes,No,No
664,914,Yes,0.5,No,0,Yes,26,0.7,147,4,9.9165,706,721,1122,12,9,2,Yes,Yes,Yes,No
665,1721,Yes,0.5,Yes,4,Yes,33,0.5,128,4,5,871,1048,707,19,2,5,Yes,Yes,Yes,No
666,890,Yes,2.2,Yes,4,No,44,0.5,198,8,13,1074,1873,751,7,3,3,No,No,No,No
667,600,No,0.5,No,1,No,48,0.8,191,3,7,501,1465,3393,12,7,8,Yes,No,No,No
668,1677,No,1.8,Yes,4,No,11,0.7,124,6,8,271,1477,3771,15,6,12,Yes,No,No,Yes
669,723,No,0.5,No,0,Yes,3,0.2,168,4,3,920,1748,1851,15,3,16,Yes,No,No,No
670,638,No,1.7,Yes,11,No,27,0.5,102,4,17,1171,1383,2735,7,2,9,Yes,Yes,No,No
671,852,No,1,Yes,4,Yes,62,0.7,104,7,13,293,1159,2253,17,4,7,Yes,Yes,No,No
672,1979,Yes,1.6,Yes,0,No,32,0.2,165,7,1,833,1630,452,13,6,14,No,Yes,No,No
673,710,Yes,0.5,No,6,No,32,0.8,151,5,9,485,857,1419,12,11,18,No,Yes,No,No
674,1034,No,2.6,Yes,2,Yes,45,0.3,190,3,4,182,1293,969,15,1,7,Yes,No,No,No
675,600,No,2.5,Yes,8,Yes,22,0.1,145,1,11,207,1162,3441,19,1,5,Yes,No,No,No
676,1027,No,0.5,No,2,Yes,64,0.9,103,2,7,1698,1747,3786,17,12,12,Yes,No,No,Yes
677,1260,No,0.6,No,5,Yes,13,1,106,6,6,165,736,2710,13,1,8,Yes,Yes,No,No
678,1793,No,1.8,Yes,10,No,12,0.5,169,6,17,1086,1418,3533,16,14,15,Yes,Yes,Yes,Yes
679,675,No,2.3,No,10,No,60,0.9,144,5,15,192,757,1735,7,5.767,13,Yes,No,Yes,No
680,658,Yes,2.7,No,0,Yes,12,0.9,103,7,3,1156,1750,3587,14,11,20,Yes,No,No,Yes
681,1694,Yes,0.6,No,0,Yes,34,0.3,102,7,7,377,549,2298,17,5,2,Yes,Yes,No,No
682,804,Yes,0.8,Yes,12,Yes,41,0.9,89,1,13,709,818,2027,11,5,11,Yes,No,No,No
683,1713,No,2.5,Yes,1,No,27,0.9,127,7,3,729,974,2406,13,10,20,Yes,No,Yes,No
684,706,No,0.5,No,13,Yes,31,0.1,108,3,19,543,938,2419,8,7,4,Yes,No,Yes,No
685,1362,No,0.5,No,3,No,25,0.8,131,7,9,553,1505,995,7,6,18,No,Yes,Yes,No
686,1527,No,2.7,No,10,Yes,60,0.1,154,5,14,526,1116,2078,5,3,11,Yes,Yes,Yes,No
687,768,No,0.5,Yes,0,No,19,0.9,159,2,1,637,991,1145,19,1,7,No,No,Yes,No
688,1314,No,2.9,Yes,8,Yes,41,0.1,155,4,12,113,577,626,10,4,4,Yes,Yes,Yes,No
689,705,Yes,0.5,No,5,Yes,57,0.9,155,6,9,1114,1374,1509,15,11,18,Yes,Yes,Yes,No
690,1403,No,2.7,No,2,Yes,26,0.1,164,5,3,461,1251,3371,13,9,9,Yes,No,Yes,Yes
691,1486,No,2.6,No,7,No,52,0.1,85,4,15,1430,1747,297,13,1,15,No,Yes,No,No
692,781,No,1.1,No,2,No,38,0.4,198,5,7,304,1674,3508,13,8,5,No,No,Yes,Yes
693,986,Yes,1.5,No,1,Yes,23,0.8,183,8,3,471,800,2385,16,9,19,Yes,No,No,No
694,1310,No,1.4,No,0,No,33,0.4,105,1,14,806,1016,1301,13,12,19,No,No,Yes,No
695,560,Yes,2,Yes,6,Yes,57,0.3,81,3,12,80,1327,2167,11,10,7,Yes,No,Yes,No
696,1348,No,1.3,No,0,No,43,0.4,116,5,6,204,501,3914,10,3,8,Yes,No,Yes,Yes
697,1567,No,0.5,Yes,3,No,22,0.5,119,6,6,545,1621,2312,9,1,18,Yes,No,No,No
698,1940,Yes,0.9,Yes,4,No,17,0.7,93,5,7,112,858,2297,14,6,8,No,Yes,No,No
699,1979,Yes,2.9,Yes,0,Yes,19,1,176,3,9,1331,1532,411,8,2,2,Yes,Yes,Yes,No
700,561,Yes,2.1,Yes,7,Yes,2,0.1,193,3,13,1055,1294,665,10,5.767,4,Yes,Yes,No,No
701,1717,Yes,1.3,No,1,No,62,0.7,130,1,3,609,810,3226,6,4,5,No,Yes,No,Yes
702,535,No,1.5,No,1,Yes,48,0.7,113,1,4,290,811,740,11,10,18,Yes,Yes,No,No
703,1413,No,0.5,Yes,4,Yes,39,0.1,185,5,12,1039,1318,3878,19,16,4,Yes,No,No,Yes
704,1358,No,2.5,Yes,0,No,20,0.6,135,7,9.9165,1485,1655,3406,5,1,11,No,No,Yes,Yes
705,1519,No,2.9,No,2,No,30,0.7,112,7,8,1122,1702,2440,9,5,10,Yes,Yes,Yes,No
706,1254,No,1.2,Yes,2,No,50,0.7,108,5,6,462,1013,3959,10,4,17,Yes,Yes,No,Yes
707,1591,Yes,2.2,No,3,Yes,49,0.4,154,6,7,1384,1883,3703,17,6,20,Yes,Yes,No,Yes
708,977,Yes,2.8,Yes,2,No,35,0.6,165,2,15,1502,1862,3714,19,3,10,No,Yes,Yes,Yes
709,1640,Yes,0.7,No,10,Yes,21,0.8,169,7,14,589,1301,337,16,3,5,Yes,Yes,No,No
710,663,No,0.8,Yes,0,No,25,0.6,183,2,1,82,1605,3176,6,2,2,Yes,No,Yes,No
711,1744,Yes,1,No,1,Yes,20,0.5,112,8,3,68,718,1205,18,7,14,Yes,No,No,No
712,1624,No,1.6,Yes,8,No,28,0.4,150,2,10,689,699,2473,16,11,2,Yes,No,No,No
713,1108,Yes,1.3,Yes,14,Yes,2,0.3,169,7,20,208,1742,1229,5,3,4,Yes,Yes,No,No
714,1188,Yes,1.4,Yes,0,Yes,9,0.6,114,2,9.9165,1339,1558,2896,12,11,16,Yes,No,Yes,Yes
715,817,No,1.3,No,0,No,11,0.5,144,3,11,722,766,2039,11,6,19,No,Yes,No,No
716,863,No,1.6,Yes,5,Yes,6,0.7,133,4,13,717,1799,520,10,2,18,Yes,No,Yes,No
717,1397,No,2.4,Yes,5,Yes,3,0.2,121,3,15,433,1658,1378,18,15,4,Yes,Yes,Yes,No
718,1108,No,1,No,3,No,49,0.7,140,5,12,1298,1666,3254,12,5.767,16,Yes,No,No,Yes
719,1068,No,2,Yes,1,Yes,37,0.9,184,7,13,186,1998,1803,5,4,7,Yes,No,No,No
